,name,year,value,lastValue,rank
590,Croatia,2020.9,833710.0,224264.0,58
591,Croatia,2021.0,1525033.0,833710.0,47
592,Croatia,2021.1,1658719.0,1525033.0,51
593,Croatia,2021.2,1846446.0,1658719.0,53
594,Croatia,2021.3,2319853.0,1846446.0,51
595,Croatia,2021.4,2488494.0,2319853.0,53
596,Cuba,2020.2,135.0,2488494.0,106
597,Cuba,2020.3,8941.0,135.0,80
598,Cuba,2020.4,14078.0,8941.0,88
599,Cuba,2020.5,16524.0,14078.0,105
600,Cuba,2020.6,19918.0,16524.0,115
601,Cuba,2020.7,32043.0,19918.0,118
602,Cuba,2020.8,45268.0,32043.0,119
603,Cuba,2020.9,56851.0,45268.0,124
604,Cuba,2021.0,97202.0,56851.0,120
605,Cuba,2021.1,256129.0,97202.0,104
606,Cuba,2021.2,494963.0,256129.0,98
607,Cuba,2021.3,746344.0,494963.0,90
608,Cuba,2021.4,972275.0,746344.0,86
609,Curacao,2021.2,0.0,972275.0,212
610,Curacao,2021.3,0.0,0.0,217
611,Curacao,2021.4,0.0,0.0,218
612,Cyprus,2020.1,0.0,0.0,42
613,Cyprus,2020.2,524.0,0.0,79
614,Cyprus,2020.3,5622.0,524.0,88
615,Cyprus,2020.4,6598.0,5622.0,117
616,Cyprus,2020.5,7004.0,6598.0,131
617,Cyprus,2020.6,8532.0,7004.0,141
618,Cyprus,2020.7,10645.0,8532.0,151
619,Cyprus,2020.8,22898.0,10645.0,144
620,Cyprus,2020.9,69487.0,22898.0,118
621,Cyprus,2021.0,185870.0,69487.0,105
622,Cyprus,2021.1,226023.0,185870.0,107
623,Cyprus,2021.2,307787.0,226023.0,105
624,Cyprus,2021.3,457943.0,307787.0,103
625,Cyprus,2021.4,506017.0,457943.0,102
626,Czechia,2020.2,5738.0,506017.0,23
627,Czechia,2020.3,50826.0,5738.0,41
628,Czechia,2020.4,64272.0,50826.0,54
629,Czechia,2020.5,86018.0,64272.0,66
630,Czechia,2020.6,125688.0,86018.0,71
631,Czechia,2020.7,235997.0,125688.0,66
632,Czechia,2020.8,1641513.0,235997.0,28
633,Czechia,2020.9,3596923.0,1641513.0,24
634,Czechia,2021.0,5630278.0,3596923.0,21
635,Czechia,2021.1,7501183.0,5630278.0,20
636,Czechia,2021.2,10503538.0,7501183.0,19
637,Czechia,2021.3,11409769.0,10503538.0,19
638,Czechia,2021.4,11622038.0,11409769.0,20
639,Democratic Republic of Congo,2020.2,128.0,11622038.0,108
640,Democratic Republic of Congo,2020.3,2797.0,128.0,110
641,Democratic Republic of Congo,2020.4,19673.0,2797.0,80
642,Democratic Republic of Congo,2020.5,50883.0,19673.0,73
643,Democratic Republic of Congo,2020.6,65474.0,50883.0,85
644,Democratic Republic of Congo,2020.7,72485.0,65474.0,93
645,Democratic Republic of Congo,2020.8,77811.0,72485.0,108
646,Democratic Republic of Congo,2020.9,87697.0,77811.0,112
647,Democratic Republic of Congo,2021.0,132533.0,87697.0,112
648,Democratic Republic of Congo,2021.1,168760.0,132533.0,116
649,Democratic Republic of Congo,2021.2,194592.0,168760.0,118
650,Democratic Republic of Congo,2021.3,209007.0,194592.0,120
651,Democratic Republic of Congo,2021.4,219709.0,209007.0,120
652,Denmark,2020.1,0.0,219709.0,42
653,Denmark,2020.2,9209.0,0.0,16
654,Denmark,2020.3,58990.0,9209.0,36
655,Denmark,2020.4,82413.0,58990.0,47
656,Denmark,2020.5,91153.0,82413.0,64
657,Denmark,2020.6,102732.0,91153.0,74
658,Denmark,2020.7,137809.0,102732.0,79
659,Denmark,2020.8,274483.0,137809.0,77
660,Denmark,2020.9,541158.0,274483.0,77
661,Denmark,2021.0,1252249.0,541158.0,54
662,Denmark,2021.1,1430499.0,1252249.0,58
663,Denmark,2021.2,1593136.0,1430499.0,60
664,Denmark,2021.3,1763335.0,1593136.0,62
665,Denmark,2021.4,1953530.0,1763335.0,63
666,Djibouti,2020.2,8.0,1953530.0,158
667,Djibouti,2020.3,6970.0,8.0,85
668,Djibouti,2020.4,21110.0,6970.0,78
669,Djibouti,2020.5,33187.0,21110.0,88
670,Djibouti,2020.6,37275.0,33187.0,99
671,Djibouti,2020.7,37752.0,37275.0,108
672,Djibouti,2020.8,38668.0,37752.0,124
673,Djibouti,2020.9,39723.0,38668.0,135
674,Djibouti,2021.0,41045.0,39723.0,142
675,Djibouti,2021.1,41773.0,41045.0,144
676,Djibouti,2021.2,50071.0,41773.0,145
677,Djibouti,2021.3,77522.0,50071.0,141
678,Djibouti,2021.4,80651.0,77522.0,146
679,Dominica,2020.2,3.0,80651.0,166
680,Dominica,2020.3,112.0,3.0,169
681,Dominica,2020.4,112.0,112.0,182
682,Dominica,2020.5,126.0,112.0,184
683,Dominica,2020.6,126.0,126.0,185
684,Dominica,2020.7,164.0,126.0,184
685,Dominica,2020.8,250.0,164.0,181
686,Dominica,2020.9,566.0,250.0,181
687,Dominica,2021.0,725.0,566.0,182
688,Dominica,2021.1,860.0,725.0,182
689,Dominica,2021.2,1120.0,860.0,182
690,Dominica,2021.3,1216.0,1120.0,183
691,Dominica,2021.4,1304.0,1216.0,184
692,Dominican Republic,2020.2,707.0,1304.0,70
693,Dominican Republic,2020.3,39990.0,707.0,44
694,Dominican Republic,2020.4,115351.0,39990.0,43
695,Dominican Republic,2020.5,247037.0,115351.0,43
696,Dominican Republic,2020.6,543209.0,247037.0,35
697,Dominican Republic,2020.7,715878.0,543209.0,31
698,Dominican Republic,2020.8,863505.0,715878.0,39
699,Dominican Republic,2020.9,991320.0,863505.0,48
700,Dominican Republic,2021.0,1254287.0,991320.0,53
701,Dominican Republic,2021.1,1593714.0,1254287.0,55
702,Dominican Republic,2021.2,1758803.0,1593714.0,55
703,Dominican Republic,2021.3,1866072.0,1758803.0,60
704,Dominican Republic,2021.4,2024024.0,1866072.0,61
705,Ecuador,2020.2,3011.0,2024024.0,35
706,Ecuador,2020.3,123828.0,3011.0,21
707,Ecuador,2020.4,269267.0,123828.0,24
708,Ecuador,2020.5,420687.0,269267.0,29
709,Ecuador,2020.6,642067.0,420687.0,28
710,Ecuador,2020.7,809483.0,642067.0,30
711,Ecuador,2020.8,1107888.0,809483.0,33
712,Ecuador,2020.9,1327049.0,1107888.0,40
713,Ecuador,2021.0,1533918.0,1327049.0,46
714,Ecuador,2021.1,1846040.0,1533918.0,48
715,Ecuador,2021.2,2242789.0,1846040.0,47
716,Ecuador,2021.3,2675476.0,2242789.0,45
717,Ecuador,2021.4,2963511.0,2675476.0,46
718,Egypt,2020.2,1920.0,2963511.0,47
719,Egypt,2020.3,28767.0,1920.0,51
720,Egypt,2020.4,156115.0,28767.0,37
721,Egypt,2020.5,507645.0,156115.0,24
722,Egypt,2020.6,666252.0,507645.0,27
723,Egypt,2020.7,704938.0,666252.0,33
724,Egypt,2020.8,743522.0,704938.0,45
725,Egypt,2020.9,803791.0,743522.0,59
726,Egypt,2021.0,1034136.0,803791.0,62
727,Egypt,2021.1,1208206.0,1034136.0,63
728,Egypt,2021.2,1390904.0,1208206.0,67
729,Egypt,2021.3,1593060.0,1390904.0,68
730,Egypt,2021.4,1816321.0,1593060.0,67
731,El Salvador,2020.2,11.0,1816321.0,147
732,El Salvador,2020.3,1881.0,11.0,121
733,El Salvador,2020.4,16117.0,1881.0,85
734,El Salvador,2020.5,50752.0,16117.0,74
735,El Salvador,2020.6,136906.0,50752.0,70
736,El Salvador,2020.7,187362.0,136906.0,71
737,El Salvador,2020.8,227040.0,187362.0,82
738,El Salvador,2020.9,268860.0,227040.0,89
739,El Salvador,2021.0,337906.0,268860.0,94
740,El Salvador,2021.1,402062.0,337906.0,96
741,El Salvador,2021.2,448233.0,402062.0,100
742,El Salvador,2021.3,484363.0,448233.0,101
743,El Salvador,2021.4,511903.0,484363.0,101
744,Equatorial Guinea,2020.2,38.0,511903.0,130
745,Equatorial Guinea,2020.3,1239.0,38.0,125
746,Equatorial Guinea,2020.4,8353.0,1239.0,105
747,Equatorial Guinea,2020.5,19357.0,8353.0,100
748,Equatorial Guinea,2020.6,33747.0,19357.0,102
749,Equatorial Guinea,2020.7,34953.0,33747.0,111
750,Equatorial Guinea,2020.8,35533.0,34953.0,132
751,Equatorial Guinea,2020.9,36025.0,35533.0,141
752,Equatorial Guinea,2021.0,37014.0,36025.0,144
753,Equatorial Guinea,2021.1,39680.0,37014.0,146
754,Equatorial Guinea,2021.2,48051.0,39680.0,147
755,Equatorial Guinea,2021.3,53588.0,48051.0,150
756,Equatorial Guinea,2021.4,59491.0,53588.0,150
757,Eritrea,2020.2,3.0,59491.0,166
758,Eritrea,2020.3,273.0,3.0,155
759,Eritrea,2020.4,273.0,273.0,168
760,Eritrea,2020.5,1481.0,273.0,163
761,Eritrea,2020.6,1986.0,1481.0,167
762,Eritrea,2020.7,2487.0,1986.0,169
763,Eritrea,2020.8,3205.0,2487.0,168
764,Eritrea,2020.9,3979.0,3205.0,170
765,Eritrea,2021.0,10477.0,3979.0,162
766,Eritrea,2021.1,17101.0,10477.0,159
767,Eritrea,2021.2,22368.0,17101.0,164
768,Eritrea,2021.3,25656.0,22368.0,166
769,Eritrea,2021.4,28184.0,25656.0,166
770,Estonia,2020.1,0.0,28184.0,42
771,Estonia,2020.2,2017.0,0.0,44
772,Estonia,2020.3,11233.0,2017.0,68
773,Estonia,2020.4,12988.0,11233.0,90
774,Estonia,2020.5,13939.0,12988.0,110
775,Estonia,2020.6,14918.0,13939.0,126
776,Estonia,2020.7,18410.0,14918.0,135
777,Estonia,2020.8,30035.0,18410.0,136
778,Estonia,2020.9,79036.0,30035.0,114
779,Estonia,2021.0,225315.0,79036.0,100
780,Estonia,2021.1,356679.0,225315.0,99
781,Estonia,2021.2,709070.0,356679.0,84
782,Estonia,2021.3,853822.0,709070.0,86
783,Estonia,2021.4,904752.0,853822.0,89
784,Eswatini,2020.2,13.0,904752.0,142
785,Eswatini,2020.3,309.0,13.0,152
786,Eswatini,2020.4,1952.0,309.0,148
787,Eswatini,2020.5,6387.0,1952.0,138
788,Eswatini,2020.6,21442.0,6387.0,114
789,Eswatini,2020.7,35088.0,21442.0,110
790,Eswatini,2020.8,40814.0,35088.0,123
791,Eswatini,2020.9,44445.0,40814.0,129
792,Eswatini,2021.0,76951.0,44445.0,126
793,Eswatini,2021.1,115079.0,76951.0,124
794,Eswatini,2021.2,121180.0,115079.0,127
795,Eswatini,2021.3,129192.0,121180.0,128
796,Eswatini,2021.4,130086.0,129192.0,131
797,Ethiopia,2020.2,57.0,130086.0,124
798,Ethiopia,2020.3,832.0,57.0,133
799,Ethiopia,2020.4,6723.0,832.0,115
800,Ethiopia,2020.5,40922.0,6723.0,83
801,Ethiopia,2020.6,151227.0,40922.0,68
802,Ethiopia,2020.7,441404.0,151227.0,48
803,Ethiopia,2020.8,645438.0,441404.0,50
804,Ethiopia,2020.9,758345.0,645438.0,61
805,Ethiopia,2021.0,892550.0,758345.0,72
806,Ethiopia,2021.1,1018846.0,892550.0,71
807,Ethiopia,2021.2,1376216.0,1018846.0,68
808,Ethiopia,2021.3,1798451.0,1376216.0,61
809,Ethiopia,2021.4,1895519.0,1798451.0,65
838,Faeroe Islands,2021.1,0.0,224742071.0,208
839,Faeroe Islands,2021.2,0.0,0.0,212
840,Faeroe Islands,2021.3,0.0,0.0,217
841,Faeroe Islands,2021.4,0.0,0.0,218
842,Falkland Islands,2021.1,0.0,0.0,208
843,Falkland Islands,2021.2,0.0,0.0,212
844,Falkland Islands,2021.3,0.0,0.0,217
845,Fiji,2020.1,0.0,0.0,42
846,Fiji,2020.2,8.0,0.0,158
847,Fiji,2020.3,126.0,8.0,165
848,Fiji,2020.4,126.0,126.0,181
849,Fiji,2020.5,130.0,126.0,183
850,Fiji,2020.6,189.0,130.0,180
851,Fiji,2020.7,223.0,189.0,180
852,Fiji,2020.8,230.0,223.0,182
853,Fiji,2020.9,270.0,230.0,184
854,Fiji,2021.0,371.0,270.0,183
855,Fiji,2021.1,392.0,371.0,184
856,Fiji,2021.2,469.0,392.0,184
857,Fiji,2021.3,812.0,469.0,185
858,Fiji,2021.4,2418.0,812.0,182
859,Finland,2020.1,7.0,2418.0,28
860,Finland,2020.2,3356.0,7.0,31
861,Finland,2020.3,30568.0,3356.0,49
862,Finland,2020.4,47409.0,30568.0,64
863,Finland,2020.5,50691.0,47409.0,76
864,Finland,2020.6,52834.0,50691.0,91
865,Finland,2020.7,59512.0,52834.0,100
866,Finland,2020.8,101119.0,59512.0,100
867,Finland,2020.9,165703.0,101119.0,98
868,Finland,2021.0,266379.0,165703.0,98
869,Finland,2021.1,346939.0,266379.0,100
870,Finland,2021.2,523198.0,346939.0,97
871,Finland,2021.3,607656.0,523198.0,98
872,Finland,2021.4,645178.0,607656.0,98
873,France,2020.1,57.0,645178.0,15
874,France,2020.2,91911.0,57.0,7
875,France,2020.3,1122956.0,91911.0,4
876,France,2020.4,1320257.0,1122956.0,7
877,France,2020.5,1442613.0,1320257.0,13
878,France,2020.6,1654264.0,1442613.0,18
879,France,2020.7,2823286.0,1654264.0,12
880,France,2020.8,7588473.0,2823286.0,5
881,France,2020.9,15732193.0,7588473.0,4
882,France,2021.0,19601090.0,15732193.0,6
883,France,2021.1,24377945.0,19601090.0,6
884,France,2021.2,31614439.0,24377945.0,4
885,France,2021.3,39687814.0,31614439.0,4
886,France,2021.4,41362455.0,39687814.0,4
887,French Polynesia,2021.1,0.0,41362455.0,208
888,French Polynesia,2021.2,0.0,0.0,212
889,French Polynesia,2021.3,0.0,0.0,217
890,French Polynesia,2021.4,0.0,0.0,218
891,Gabon,2020.2,20.0,0.0,135
892,Gabon,2020.3,1224.0,20.0,126
893,Gabon,2020.4,17566.0,1224.0,82
894,Gabon,2020.5,39023.0,17566.0,84
895,Gabon,2020.6,54995.0,39023.0,87
896,Gabon,2020.7,60433.0,54995.0,99
897,Gabon,2020.8,62380.0,60433.0,112
898,Gabon,2020.9,64283.0,62380.0,122
899,Gabon,2021.0,67709.0,64283.0,129
900,Gabon,2021.1,86774.0,67709.0,129
901,Gabon,2021.2,130050.0,86774.0,124
902,Gabon,2021.3,160380.0,130050.0,125
903,Gabon,2021.4,170219.0,160380.0,127
904,Gambia,2020.2,8.0,170219.0,158
905,Gambia,2020.3,70.0,8.0,177
906,Gambia,2020.4,175.0,70.0,172
907,Gambia,2020.5,383.0,175.0,175
908,Gambia,2020.6,7055.0,383.0,147
909,Gambia,2020.7,23446.0,7055.0,127
910,Gambia,2020.8,25614.0,23446.0,142
911,Gambia,2020.9,26119.0,25614.0,146
912,Gambia,2021.0,26850.0,26119.0,149
913,Gambia,2021.1,30338.0,26850.0,152
914,Gambia,2021.2,37412.0,30338.0,151
915,Gambia,2021.3,41252.0,37412.0,155
916,Gambia,2021.4,41909.0,41252.0,159
917,Georgia,2020.2,319.0,41909.0,97
918,Georgia,2020.3,3132.0,319.0,104
919,Georgia,2020.4,5285.0,3132.0,125
920,Georgia,2020.5,6593.0,5285.0,136
921,Georgia,2020.6,8489.0,6593.0,142
922,Georgia,2020.7,13943.0,8489.0,145
923,Georgia,2020.8,173667.0,13943.0,88
924,Georgia,2020.9,864761.0,173667.0,55
925,Georgia,2021.0,1654572.0,864761.0,43
926,Georgia,2021.1,1851960.0,1654572.0,47
927,Georgia,2021.2,1955988.0,1851960.0,50
928,Georgia,2021.3,2169251.0,1955988.0,54
929,Georgia,2021.4,2392823.0,2169251.0,55
930,Germany,2020.1,90.0,2392823.0,11
931,Germany,2020.2,132894.0,90.0,6
932,Germany,2020.3,1080108.0,132894.0,5
933,Germany,2020.4,1278035.0,1080108.0,8
934,Germany,2020.5,1377246.0,1278035.0,16
935,Germany,2020.6,1510875.0,1377246.0,20
936,Germany,2020.7,1815050.0,1510875.0,21
937,Germany,2020.8,2920501.0,1815050.0,17
938,Germany,2020.9,7193647.0,2920501.0,12
939,Germany,2021.0,13246980.0,7193647.0,10
940,Germany,2021.1,16290521.0,13246980.0,10
941,Germany,2021.2,19294650.0,16290521.0,10
942,Germany,2021.3,23796557.0,19294650.0,10
943,Germany,2021.4,25746066.0,23796557.0,10
944,Ghana,2020.2,110.0,25746066.0,113
945,Ghana,2020.3,9008.0,110.0,78
946,Ghana,2020.4,53247.0,9008.0,62
947,Ghana,2020.5,133947.0,53247.0,56
948,Ghana,2020.6,279374.0,133947.0,52
949,Ghana,2020.7,317495.0,279374.0,60
950,Ghana,2020.8,333216.0,317495.0,74
951,Ghana,2020.9,359474.0,333216.0,87
952,Ghana,2021.0,389032.0,359474.0,89
953,Ghana,2021.1,522074.0,389032.0,89
954,Ghana,2021.2,630933.0,522074.0,91
955,Ghana,2021.3,647986.0,630933.0,94
956,Ghana,2021.4,656491.0,647986.0,97
957,Gibraltar,2021.0,0.0,656491.0,195
958,Gibraltar,2021.1,0.0,0.0,208
959,Gibraltar,2021.2,0.0,0.0,212
960,Gibraltar,2021.3,0.0,0.0,217
961,Gibraltar,2021.4,0.0,0.0,218
962,Greece,2020.2,3567.0,0.0,29
963,Greece,2020.3,17319.0,3567.0,59
964,Greece,2020.4,20360.0,17319.0,79
965,Greece,2020.5,24377.0,20360.0,94
966,Greece,2020.6,37015.0,24377.0,100
967,Greece,2020.7,88794.0,37015.0,89
968,Greece,2020.8,203346.0,88794.0,84
969,Greece,2020.9,705550.0,203346.0,66
970,Greece,2021.0,1004201.0,705550.0,65
971,Greece,2021.1,1189150.0,1004201.0,64
972,Greece,2021.2,1747578.0,1189150.0,56
973,Greece,2021.3,2407569.0,1747578.0,50
974,Greece,2021.4,2788547.0,2407569.0,48
975,Greenland,2021.1,0.0,2788547.0,208
976,Greenland,2021.2,0.0,0.0,212
977,Greenland,2021.3,0.0,0.0,217
978,Greenland,2021.4,0.0,0.0,218
979,Grenada,2020.2,2.0,0.0,170
980,Grenada,2020.3,113.0,2.0,167
981,Grenada,2020.4,161.0,113.0,175
982,Grenada,2020.5,161.0,161.0,180
983,Grenada,2020.6,168.0,161.0,183
984,Grenada,2020.7,168.0,168.0,183
985,Grenada,2020.8,192.0,168.0,184
986,Grenada,2020.9,287.0,192.0,182
987,Grenada,2021.0,894.0,287.0,181
988,Grenada,2021.1,1036.0,894.0,181
989,Grenada,2021.2,1082.0,1036.0,183
990,Grenada,2021.3,1118.0,1082.0,184
991,Grenada,2021.4,1127.0,1118.0,185
992,Guatemala,2020.2,89.0,1127.0,118
993,Guatemala,2020.3,2927.0,89.0,109
994,Guatemala,2020.4,32216.0,2927.0,69
995,Guatemala,2020.5,148193.0,32216.0,53
996,Guatemala,2020.6,385264.0,148193.0,43
997,Guatemala,2020.7,565397.0,385264.0,42
998,Guatemala,2020.8,726021.0,565397.0,46
999,Guatemala,2020.9,846986.0,726021.0,57
1000,Guatemala,2021.0,992372.0,846986.0,66
1001,Guatemala,2021.1,1162287.0,992372.0,68
1002,Guatemala,2021.2,1342598.0,1162287.0,69
1003,Guatemala,2021.3,1587596.0,1342598.0,69
1004,Guatemala,2021.4,1765864.0,1587596.0,70
1005,Guernsey,2021.1,0.0,1765864.0,208
1006,Guernsey,2021.2,0.0,0.0,212
1007,Guernsey,2021.3,0.0,0.0,217
1008,Guernsey,2021.4,0.0,0.0,218
1009,Guinea,2020.2,12.0,0.0,144
1010,Guinea,2020.3,6420.0,12.0,87
1011,Guinea,2020.4,25015.0,6420.0,74
1012,Guinea,2020.5,38556.0,25015.0,85
1013,Guinea,2020.6,54240.0,38556.0,88
1014,Guinea,2020.7,69784.0,54240.0,94
1015,Guinea,2020.8,81312.0,69784.0,105
1016,Guinea,2020.9,90977.0,81312.0,110
1017,Guinea,2021.0,97362.0,90977.0,119
1018,Guinea,2021.1,104131.0,97362.0,125
1019,Guinea,2021.2,135608.0,104131.0,123
1020,Guinea,2021.3,155447.0,135608.0,127
1021,Guinea,2021.4,161881.0,155447.0,128
1022,Guinea-Bissau,2020.3,380.0,161881.0,150
1023,Guinea-Bissau,2020.4,8675.0,380.0,103
1024,Guinea-Bissau,2020.5,12047.0,8675.0,115
1025,Guinea-Bissau,2020.6,14233.0,12047.0,128
1026,Guinea-Bissau,2020.7,15865.0,14233.0,138
1027,Guinea-Bissau,2020.8,16821.0,15865.0,150
1028,Guinea-Bissau,2020.9,16973.0,16821.0,151
1029,Guinea-Bissau,2021.0,17231.0,16973.0,155
1030,Guinea-Bissau,2021.1,20086.0,17231.0,157
1031,Guinea-Bissau,2021.2,25297.0,20086.0,162
1032,Guinea-Bissau,2021.3,26137.0,25297.0,165
1033,Guinea-Bissau,2021.4,26315.0,26137.0,169
1034,Guyana,2020.2,74.0,26315.0,121
1035,Guyana,2020.3,497.0,74.0,145
1036,Guyana,2020.4,1036.0,497.0,155
1037,Guyana,2020.5,1817.0,1036.0,161
1038,Guyana,2020.6,3772.0,1817.0,159
1039,Guyana,2020.7,12378.0,3772.0,148
1040,Guyana,2020.8,27526.0,12378.0,139
1041,Guyana,2020.9,37131.0,27526.0,140
1042,Guyana,2021.0,45455.0,37131.0,140
1043,Guyana,2021.1,57119.0,45455.0,140
1044,Guyana,2021.2,69879.0,57119.0,138
1045,Guyana,2021.3,92664.0,69879.0,134
1046,Guyana,2021.4,116853.0,92664.0,132
1047,Haiti,2020.2,8.0,116853.0,158
1048,Haiti,2020.3,440.0,8.0,146
1049,Haiti,2020.4,9407.0,440.0,101
1050,Haiti,2020.5,42420.0,9407.0,82
1051,Haiti,2020.6,52855.0,42420.0,90
1052,Haiti,2020.7,58919.0,52855.0,101
1053,Haiti,2020.8,62899.0,58919.0,111
1054,Haiti,2020.9,64757.0,62899.0,121
1055,Haiti,2021.0,71338.0,64757.0,127
1056,Haiti,2021.1,84186.0,71338.0,131
1057,Haiti,2021.2,89130.0,84186.0,130
1058,Haiti,2021.3,91333.0,89130.0,137
1059,Haiti,2021.4,98754.0,91333.0,137
1060,Honduras,2020.2,133.0,98754.0,107
1061,Honduras,2020.3,4029.0,133.0,101
1062,Honduras,2020.4,34203.0,4029.0,68
1063,Honduras,2020.5,154585.0,34203.0,52
1064,Honduras,2020.6,323816.0,154585.0,47
1065,Honduras,2020.7,466211.0,323816.0,47
1066,Honduras,2020.8,644232.0,466211.0,51
1067,Honduras,2020.9,748796.0,644232.0,62
1068,Honduras,2021.0,882985.0,748796.0,73
1069,Honduras,2021.1,1112395.0,882985.0,69
1070,Honduras,2021.2,1303123.0,1112395.0,71
1071,Honduras,2021.3,1479894.0,1303123.0,71
1072,Honduras,2021.4,1653020.0,1479894.0,71
1073,Hong Kong,2020.1,180.0,1653020.0,5
1074,Hong Kong,2020.2,1753.0,180.0,50
1075,Hong Kong,2020.3,7243.0,1753.0,84
1076,Hong Kong,2020.4,7529.0,7243.0,108
1077,Hong Kong,2020.5,8738.0,7529.0,123
1078,Hong Kong,2020.6,27444.0,8738.0,108
1079,Hong Kong,2020.7,34500.0,27444.0,113
1080,Hong Kong,2020.8,36981.0,34500.0,128
1081,Hong Kong,2020.9,42308.0,36981.0,130
1082,Hong Kong,2021.0,64118.0,42308.0,131
1083,Hong Kong,2021.1,75223.0,64118.0,133
1084,Hong Kong,2021.2,80040.0,75223.0,134
1085,Hong Kong,2021.3,82399.0,80040.0,140
1086,Hong Kong,2021.4,82858.0,82399.0,143
1087,Hungary,2020.2,667.0,82858.0,71
1088,Hungary,2020.3,16519.0,667.0,62
1089,Hungary,2020.4,26856.0,16519.0,72
1090,Hungary,2020.5,29196.0,26856.0,92
1091,Hungary,2020.6,32415.0,29196.0,105
1092,Hungary,2020.7,77406.0,32415.0,91
1093,Hungary,2020.8,382335.0,77406.0,66
1094,Hungary,2020.9,1391412.0,382335.0,39
1095,Hungary,2021.0,2360420.0,1391412.0,38
1096,Hungary,2021.1,2686373.0,2360420.0,38
1097,Hungary,2021.2,4297556.0,2686373.0,32
1098,Hungary,2021.3,5451739.0,4297556.0,32
1099,Hungary,2021.4,5624871.0,5451739.0,32
1100,Iceland,2020.2,2838.0,5624871.0,36
1101,Iceland,2020.3,12515.0,2838.0,66
1102,Iceland,2020.4,12637.0,12515.0,91
1103,Iceland,2020.5,12801.0,12637.0,112
1104,Iceland,2020.6,13603.0,12801.0,129
1105,Iceland,2020.7,15116.0,13603.0,142
1106,Iceland,2020.8,30345.0,15116.0,135
1107,Iceland,2020.9,37423.0,30345.0,137
1108,Iceland,2021.0,41023.0,37423.0,143
1109,Iceland,2021.1,42215.0,41023.0,143
1110,Iceland,2021.2,43096.0,42215.0,150
1111,Iceland,2021.3,45268.0,43096.0,152
1112,Iceland,2021.4,45885.0,45268.0,157
1113,India,2020.1,21.0,45885.0,18
1114,India,2020.2,1961.0,21.0,46
1115,India,2020.3,172681.0,1961.0,16
1116,India,2020.4,1218562.0,172681.0,9
1117,India,2020.5,4554223.0,1218562.0,4
1118,India,2020.6,14625234.0,4554223.0,3
1119,India,2020.7,32589408.0,14625234.0,2
1120,India,2020.8,54655246.0,32589408.0,2
1121,India,2020.9,65437236.0,54655246.0,2
1122,India,2021.0,72993102.0,65437236.0,2
1123,India,2021.1,76250253.0,72993102.0,2
1124,India,2021.2,83384277.0,76250253.0,3
1125,India,2021.3,134067286.0,83384277.0,2
1126,India,2021.4,193928970.0,134067286.0,2
1127,Indonesia,2020.2,2622.0,193928970.0,39
1128,Indonesia,2020.3,57124.0,2622.0,37
1129,Indonesia,2020.4,175956.0,57124.0,33
1130,Indonesia,2020.5,425093.0,175956.0,28
1131,Indonesia,2020.6,847888.0,425093.0,23
1132,Indonesia,2020.7,1476171.0,847888.0,23
1133,Indonesia,2020.8,2670028.0,1476171.0,19
1134,Indonesia,2020.9,3658620.0,2670028.0,22
1135,Indonesia,2021.0,5657143.0,3658620.0,20
1136,Indonesia,2021.1,8404284.0,5657143.0,19
1137,Indonesia,2021.2,10406957.0,8404284.0,20
1138,Indonesia,2021.3,11672223.0,10406957.0,18
1139,Indonesia,2021.4,12625938.0,11672223.0,18
1140,International,2020.1,321.0,12625938.0,2
1141,International,2020.2,4978.0,321.0,24
1142,International,2020.3,5047.0,4978.0,92
1143,International,2020.4,5047.0,5047.0,128
1144,International,2020.5,5047.0,5047.0,142
1145,International,2020.6,5047.0,5047.0,157
1146,International,2020.7,5047.0,5047.0,162
1147,International,2020.8,5047.0,5047.0,162
1148,International,2020.9,5047.0,5047.0,164
1149,International,2021.0,5047.0,5047.0,172
1150,International,2021.1,5047.0,5047.0,175
1151,International,2021.2,5047.0,5047.0,178
1152,International,2021.3,5047.0,5047.0,180
1153,International,2021.4,5047.0,5047.0,180
1154,Iran,2020.2,136878.0,5047.0,5
1155,Iran,2020.3,617299.0,136878.0,8
1156,Iran,2020.4,1026480.0,617299.0,12
1157,Iran,2020.5,1647532.0,1026480.0,11
1158,Iran,2020.6,2255201.0,1647532.0,10
1159,Iran,2020.7,2784443.0,2255201.0,13
1160,Iran,2020.8,3899061.0,2784443.0,13
1161,Iran,2020.9,6452288.0,3899061.0,15
1162,Iran,2021.0,8919758.0,6452288.0,15
1163,Iran,2021.1,10525744.0,8919758.0,15
1164,Iran,2021.2,12876236.0,10525744.0,15
1165,Iran,2021.3,17483580.0,12876236.0,14
1166,Iran,2021.4,20191677.0,17483580.0,13
1167,Iraq,2020.2,1431.0,20191677.0,53
1168,Iraq,2020.3,12048.0,1431.0,67
1169,Iraq,2020.4,40799.0,12048.0,65
1170,Iraq,2020.5,391469.0,40799.0,30
1171,Iraq,2020.6,1008048.0,391469.0,21
1172,Iraq,2020.7,1976054.0,1008048.0,20
1173,Iraq,2020.8,3117234.0,1976054.0,16
1174,Iraq,2020.9,3825626.0,3117234.0,20
1175,Iraq,2021.0,4210278.0,3825626.0,26
1176,Iraq,2021.1,4475272.0,4210278.0,28
1177,Iraq,2021.2,5747683.0,4475272.0,27
1178,Iraq,2021.3,7446165.0,5747683.0,24
